source_id,case_id,source_role,source_title,authors / organization,year,source_type,evidence_tier,DOI,URL,local_raw_path,local_text_path,retrieval_date,access_status,why_included,notes
C019_P1,19,primary,Reading children’s moral dramas in anthropological fieldnotes: A human–AI hybrid approach,Jose Manuel Hernandez,2025,forum article,commentary / forum / boundary evidence,10.1017/cfc.2025.10008,https://www.cambridge.org/core/journals/cambridge-forum-on-ai-culture-and-society/article/reading-childrens-moral-dramas-in-anthropological-fieldnotes-a-humanai-hybrid-approach/66341B0CAC7E8192FD1F3CA3E8BE106F,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/019_ai_assisted_fieldnote_memoing/C019_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/019_ai_assisted_fieldnote_memoing/C019_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C019_S1,19,secondary,From Assistance to Autonomy -- A Researcher Study on the Potential of AI Support for Qualitative Data Analysis,"Becker, Steffen",,preprint,preprint,,https://arxiv.org/abs/2501.19275,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/019_ai_assisted_fieldnote_memoing/C019_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/019_ai_assisted_fieldnote_memoing/C019_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C020_REGISTRY,20,registry,Repository workbook entry for Case 020,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C020_P1,20,primary,Scaling hermeneutics: a guide to qualitative coding with LLMs for reflexive content analysis,"Dunivin, Zackary Okun",2025,journal article,peer-reviewed article,10.1140/epjds/s13688-025-00548-8,https://link.springer.com/article/10.1140/epjds/s13688-025-00548-8,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/020_reflexive_content_analysis_redesign/C020_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/020_reflexive_content_analysis_redesign/C020_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C021_REGISTRY,21,registry,Repository workbook entry for Case 021,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C021_P1,21,primary,Synthetic Replacements for Human Survey Data? The Perils of Large Language Models,Jennifer M. Larson,2024,journal article,peer-reviewed article,10.1017/pan.2024.5,https://www.cambridge.org/core/journals/political-analysis/article/synthetic-replacements-for-human-survey-data-the-perils-of-large-language-models/B92267DC26195C7F36E63EA04A47D2FE,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/021_synthetic_respondents_benchmarked/C021_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/021_synthetic_respondents_benchmarked/C021_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C021_S1,21,secondary,Finetuning LLMs for Human Behavior Prediction in Social Science Experiments,"Bernstein, Michael S.",,preprint,preprint,,https://arxiv.org/abs/2509.05830,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/021_synthetic_respondents_benchmarked/C021_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/021_synthetic_respondents_benchmarked/C021_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Downloaded HTML snapshot; supplementary PDF saved at /Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/021_synthetic_respondents_benchmarked/C021_S1_pdf.pdf
C022_REGISTRY,22,registry,Repository workbook entry for Case 022,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C022_P1,22,primary,Finetuning LLMs for Human Behavior Prediction in Social Science Experiments,"Bernstein, Michael S.",,preprint,preprint,,https://arxiv.org/abs/2509.05830,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/022_socsci210_behavior_simulators/C022_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/022_socsci210_behavior_simulators/C022_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Downloaded HTML snapshot; supplementary PDF saved at /Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/022_socsci210_behavior_simulators/C022_P1_pdf.pdf
C023_REGISTRY,23,registry,Repository workbook entry for Case 023,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C023_P1,23,primary,Predicting Field Experiments with Large Language Models,"Lu, Yingda",,preprint,preprint,,https://arxiv.org/abs/2504.01167,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/023_forecasting_before_field_experiments/C023_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/023_forecasting_before_field_experiments/C023_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C024_REGISTRY,24,registry,Repository workbook entry for Case 024,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C024_P1,24,primary,Nonstandard Errors in AI Agents,"Xiao, Steven Chong",,preprint,preprint,,https://arxiv.org/abs/2603.16744,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/024_ai_multiverse_nonstandard_errors/C024_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/024_ai_multiverse_nonstandard_errors/C024_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C024_S1,24,secondary,Project APE: Can policy evaluation be automated? Or is hallucinated slop unavoidable? Let's find out.,,,project homepage,live public project / website,,https://ape.socialcatalystlab.org/,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/024_ai_multiverse_nonstandard_errors/C024_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/024_ai_multiverse_nonstandard_errors/C024_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C025_REGISTRY,25,registry,Repository workbook entry for Case 025,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C025_P1,25,primary,Project APE: Can policy evaluation be automated? Or is hallucinated slop unavoidable? Let's find out.,,,project homepage,live public project / website,,https://ape.socialcatalystlab.org/,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/025_project_ape_policy_evaluation_tournament/C025_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/025_project_ape_policy_evaluation_tournament/C025_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C025_S1,25,secondary,Project APE: Can policy evaluation be automated? Or is hallucinated slop unavoidable? Let's find out.,,,project methodology page,live public project / website,,https://ape.socialcatalystlab.org/methodology,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/025_project_ape_policy_evaluation_tournament/C025_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/025_project_ape_policy_evaluation_tournament/C025_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C026_REGISTRY,26,registry,Repository workbook entry for Case 026,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C026_P1,26,primary,Project APE: Can policy evaluation be automated? Or is hallucinated slop unavoidable? Let's find out.,,,project methodology page,live public project / website,,https://ape.socialcatalystlab.org/methodology,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/026_project_ape_autonomy_gradient/C026_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/026_project_ape_autonomy_gradient/C026_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C026_S1,26,secondary,Project APE: Can policy evaluation be automated? Or is hallucinated slop unavoidable? Let's find out.,,,project homepage,live public project / website,,https://ape.socialcatalystlab.org/,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/026_project_ape_autonomy_gradient/C026_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/026_project_ape_autonomy_gradient/C026_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C027_REGISTRY,27,registry,Repository workbook entry for Case 027,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C027_P1,27,primary,REPRO-Bench: Can Agentic AI Systems Assess the Reproducibility of Social Science Research?,Daniel Kang,2025,conference paper,accepted conference paper,10.18653/v1/2025.findings-acl.1210,https://aclanthology.org/2025.findings-acl.1210/,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/027_repro_bench_reproducibility_assessment/C027_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/027_repro_bench_reproducibility_assessment/C027_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C028_REGISTRY,28,registry,Repository workbook entry for Case 028,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C028_P1,28,primary,Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches,"Bleier, Arnim",,preprint,preprint,,https://arxiv.org/abs/2602.08561,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/028_agent_based_code_package_repair/C028_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/028_agent_based_code_package_repair/C028_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C028_S1,28,secondary,REPRO-Bench: Can Agentic AI Systems Assess the Reproducibility of Social Science Research?,Daniel Kang,2025,conference paper,accepted conference paper,10.18653/v1/2025.findings-acl.1210,https://aclanthology.org/2025.findings-acl.1210/,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/028_agent_based_code_package_repair/C028_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/028_agent_based_code_package_repair/C028_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C029_REGISTRY,29,registry,Repository workbook entry for Case 029,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C029_P1,29,primary,Scientific production in the era of Large Language Models,"Yin, Yian",,preprint,preprint,10.1126/science.adw3000,https://arxiv.org/abs/2601.13187,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/029_lab_manuscript_cowriting/C029_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/029_lab_manuscript_cowriting/C029_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C029_S1,29,secondary,Reactive Writers: How Co-Writing with AI Changes How We Engage with Ideas,"Jakesch, Maurice",,preprint,preprint,,https://arxiv.org/abs/2603.10374,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/029_lab_manuscript_cowriting/C029_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/029_lab_manuscript_cowriting/C029_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C030_REGISTRY,30,registry,Repository workbook entry for Case 030,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C030_P1,30,primary,AI Disclosure with DAISY,"Cox, Anna",,preprint,preprint,,https://arxiv.org/abs/2604.02760,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/030_structured_ai_disclosure_daisy/C030_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/030_structured_ai_disclosure_daisy/C030_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C031_REGISTRY,31,registry,Repository workbook entry for Case 031,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C031_P1,31,primary,Project Rachel: Can an AI Become a Scholarly Author?,"Vidal, Clément",,preprint,preprint,,https://arxiv.org/abs/2511.14819,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/031_project_rachel_authorship_boundary/C031_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/031_project_rachel_authorship_boundary/C031_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C031_S1,31,secondary,Scientific production in the era of Large Language Models,"Yin, Yian",,preprint,preprint,10.1126/science.adw3000,https://arxiv.org/abs/2601.13187,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/031_project_rachel_authorship_boundary/C031_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/031_project_rachel_authorship_boundary/C031_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C032_REGISTRY,32,registry,Repository workbook entry for Case 032,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C032_P1,32,primary,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,"Ha, David",,preprint,preprint,,https://arxiv.org/abs/2408.06292,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/032_ai_scientist_boundary_cases/C032_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/032_ai_scientist_boundary_cases/C032_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Downloaded HTML snapshot; supplementary PDF saved at /Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/032_ai_scientist_boundary_cases/C032_P1_pdf.pdf
C032_S1,32,secondary,The AI Scientist-v2: Workshop-Level Automated Scientific Discovery via Agentic Tree Search,"Ha, David",,preprint,preprint,,https://arxiv.org/abs/2504.08066,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/032_ai_scientist_boundary_cases/C032_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/032_ai_scientist_boundary_cases/C032_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Downloaded HTML snapshot; supplementary PDF saved at /Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/032_ai_scientist_boundary_cases/C032_S1_pdf.pdf
C033_REGISTRY,33,registry,Repository workbook entry for Case 033,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C033_P1,33,primary,Deep Research Bench: Evaluating AI Web Research Agents,"Wildman, Jack",,preprint,benchmark,,https://arxiv.org/abs/2506.06287,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/033_deep_research_policy_reconnaissance/C033_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/033_deep_research_policy_reconnaissance/C033_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C033_S1,33,secondary,Synthesizing scientific literature with retrieval-augmented language models,"Hajishirzi, Hannaneh",2026,journal article,peer-reviewed article,10.1038/s41586-025-10072-4,https://www.nature.com/articles/s41586-025-10072-4,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/033_deep_research_policy_reconnaissance/C033_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/033_deep_research_policy_reconnaissance/C033_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C034_REGISTRY,34,registry,Repository workbook entry for Case 034,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C034_P1,34,primary,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society,"Li, Yong",,preprint,preprint,,https://arxiv.org/abs/2502.08691,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/034_agentsociety_transportability_boundary/C034_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/034_agentsociety_transportability_boundary/C034_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C035_REGISTRY,35,registry,Repository workbook entry for Case 035,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C035_P1,35,primary,Journal of Further and Higher Education,,,journal article,peer-reviewed article,,https://www.tandfonline.com/doi/full/10.1080/0309877X.2025.2515135,/Users/ryanwong/Human roles/p1_role_systems_db/03_raw_sources/035_doctoral_student_ai_use/C035_P1.pdf,/Users/ryanwong/Human roles/p1_role_systems_db/04_extracted_text/035_doctoral_student_ai_use/C035_P1_pdf.txt,2026-04-07,open,Primary source listed in the repository workbook.,Full-text PDF obtained via institutional access and stored locally on 2026-04-07.
C035_S1,35,secondary,Scientific production in the era of Large Language Models,"Yin, Yian",,preprint,preprint,10.1126/science.adw3000,https://arxiv.org/abs/2601.13187,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/035_doctoral_student_ai_use/C035_S1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/035_doctoral_student_ai_use/C035_S1.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Reused cached HTML/text snapshot
C036_REGISTRY,36,registry,Repository workbook entry for Case 036,Local workbook / repository curation,2026,registry_workbook_entry,commentary / forum / boundary evidence,,,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/00_input/ai_rich_social_science_case_repository.xlsx,,2026-04-07,open,"Preserves repository provenance, curation notes, confounds, and role hypotheses.",Internal seed source provided by the user.
C036_P1,36,primary,Predicting Field Experiments with Large Language Models,"Lu, Yingda",,preprint,preprint,,https://arxiv.org/abs/2504.01167,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/03_raw_sources/036_predictive_design_course/C036_P1.html,/Users/ryanwong/Documents/Playground/p1_role_systems_db_build/p1_role_systems_db/04_extracted_text/036_predictive_design_course/C036_P1.txt,2026-04-07,open,Primary source listed in the repository workbook.,Reused cached HTML/text snapshot
C036_S1,36,secondary,Methods-course experiment with predictive design tools and provenance logging,,,journal article,peer-reviewed article,,https://www.tandfonline.com/doi/full/10.1080/0309877X.2025.2515135,/Users/ryanwong/Human roles/p1_role_systems_db/03_raw_sources/036_predictive_design_course/C036_S1.pdf,/Users/ryanwong/Human roles/p1_role_systems_db/04_extracted_text/036_predictive_design_course/C036_S1_pdf.txt,2026-04-07,open,Secondary source listed in the repository workbook.,Full-text PDF obtained via institutional access and stored locally on 2026-04-07.
